epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
342,1343.00955308,0.0,20,5,2.68545339,0.23571449,0.0471429,52fae223c74de6e4fcac552583be2aec577b7c657aa41187b80c6ae2ff12a2a6
343,1343.29244817,0.0,20,5,2.68601911,0.23574591,0.04714918,8cde7ba2765e848c1fa1f9b5aac4193c53e4e17b6bf7e9d3a0345e074a03b01b
344,1343.57538097,0.0,20,5,2.6865849,0.23577733,0.04715547,50a422bfcb692030fa76c4b1424dd6ff88cccb04e0a10996184592b7fbe45ff5
345,1343.85835146,0.0,20,5,2.68715076,0.23580874,0.04716175,fc1a9a4f4243b0b7082009fa5e873060cee8d713fd519ec3283255b15ab0e27d
346,1344.14135964,0.0,20,5,2.6877167,0.23584015,0.04716803,7a58f3ce19ce6eb9d6e9fc24386cc4f5520683447f7e9648537e84da16c60682
347,1344.42440551,0.0,20,5,2.68828272,0.23587156,0.04717431,e0c163b949068489353825f03879db08c60988fce8934856b742642fa34198a0
348,1344.70748906,0.0,20,5,2.68884881,0.23590296,0.04718059,408c0ceb527dbd0e86443245c8fe56e5ddb1078650405ada98bf665fa8da4ce7
349,1344.99061029,0.0,20,5,2.68941498,0.23593436,0.04718687,7b545c30a47d54b0d21dc0bba3ae01bbbc01ce6768f3cbc69a8d533cf0229736
350,1345.2737692,0.0,20,5,2.68998122,0.23596576,0.04719315,8f56613f02a08d1d15327cac9e3df1c99ae19c99cbe0229ef3f4326c81a4114b
351,1345.55696578,0.0,20,5,2.69054754,0.23599715,0.04719943,8cbf12ee26a93097c7f405992dc4d788433682d8c91fef02a421484bd9a34b48
352,1345.84020003,0.0,20,5,2.69111393,0.23602854,0.04720571,d08f26bc6c1c0b1d2172cec11fb92f5a6536dc32be5e052f97efd3cbae95381d
353,1346.12347195,0.0,20,5,2.6916804,0.23605993,0.04721199,308b36eda76028de037c782f4dafcff90e39616b014642414ac67c06024c2c7e
354,1346.40678152,0.0,20,5,2.69224694,0.23609131,0.04721826,f32196a588a0a7b5ba2c393c794ca100aa6f14c218e9e20fb8cb705a9e6cfc68
355,1346.69012875,0.0,20,5,2.69281356,0.23612269,0.04722454,51ee3ce8dcd7bad2763be268e0e1d589e1c8e8a0fb1050a3a2c4f8f524b0c765
356,1346.97351362,0.0,20,5,2.69338026,0.23615406,0.04723081,ec3172dcdc2d171e56a9f1bb9c5670966343238d3017fbbb65c96076442e7d4e
357,1347.25693615,0.0,20,5,2.69394703,0.23618544,0.04723709,7339f74a26cb2787398af05764ac8be95a3087c9d040804e85071b0c52c06349
358,1347.54039631,0.0,20,5,2.69451387,0.2362168,0.04724336,ae89abae0204299fbf476f9486bb30c23c86e803f56db79a6da938bd8d6fa010
359,1347.82389411,0.0,20,5,2.69508079,0.23624817,0.04724963,fe1b040683d2404cefe663060eeb81c4680ac6960233aa02ac1dff2b2f89c12e
360,1348.10742955,0.0,20,5,2.69564779,0.23627953,0.04725591,622d6a4f50ceccf280c61c5ec979ca9df9c5151fd030e07e303eb16d2abf1d73
361,1348.39100262,0.0,20,5,2.69621486,0.23631089,0.04726218,6de05b62aca7237842f2a447980ca261bd085c0dbd8034200622480f82bcc7b9
362,1348.67461331,0.0,20,5,2.69678201,0.23634224,0.04726845,82149ae20cc2140acd57280483a30c9053313e9578a5fea0ceadc4784a54ac1d
363,1348.95826162,0.0,20,5,2.69734923,0.23637359,0.04727472,eefcfc321367dd28ec6f11f12d1234c0952eea13c531da38c814a18b6ae3a06a
364,1349.24194755,0.0,20,5,2.69791652,0.23640494,0.04728099,e2031e9247cf2c70a533423a53ff9586da71bb82a56b2f7b48318d43e8dd6127
365,1349.52567109,0.0,20,5,2.6984839,0.23643628,0.04728726,d84893cddf5ef294813318c7e113acb17879df0c8212cca393a23a0473751a2b
