epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
53,1291.22633925,616.70951981,100,5,12.85066966,5.96661341,0.19276004,b2e39b1fbe14bbb49c7a69f592d025ff4a5f5d1652d71d3b495187ff4f41405f
54,1297.4130256,621.31023778,100,5,12.91226339,5.9930024,0.19368395,ef39663485f3844d5035b58e58e6fb6b5e91b38455da1df4800e6af29e6a5729
55,1303.62712475,625.93121559,100,5,12.97413026,6.0194872,0.19461195,b571dd16f058bc546a44bbf9ec60bdb845e717c4d624752d90f3d7e23b34d36d
56,1309.86873676,630.57252587,100,5,13.03627125,6.04606794,0.19554407,d7bc28939bd26cfc03bbb23cfd539edb855842f9c920102120200a72df4fe29f
57,1316.13796184,635.23424138,100,5,13.09868737,6.07274477,0.19648031,35afa39e1097218190ed3c29fdf04ef0db3ad4978b584ffbce916287a6ebf91e
58,1322.43490036,639.91643495,100,5,13.16137962,6.09951783,0.19742069,6661109d42ec49e70782937e1245aefcfd3749ca133933aee6586ca5629fd27a
59,1328.75965286,644.61917952,100,5,13.224349,6.12638726,0.19836524,a51145eb814fc724bfa3a49ac9dc78af9e6694fba6ac9e4e4e86f8a54fffcbe3
60,1335.11232002,649.34254814,100,5,13.28759653,6.15335321,0.19931395,dfb7d8f47ab93c58342fdea6fc33d922c0a5d9ad2e84a403f6cfdfa20a1418d1
61,1341.49300266,654.08661392,100,5,13.3511232,6.18041579,0.20026685,76b956ef0b1f7e3919908392b13b07246451277079427ecc09bf89f3596b6ca5
62,1347.90180177,658.8514501,100,5,13.41493003,6.20757516,0.20122395,3828b45c656bb47e2fb28d520e01f6f2c6aadfb8fcd00a5cf8c9813aef552c35
63,1354.33881848,663.63712998,100,5,13.47901802,6.23483144,0.20218527,e64b7054856c7a25c1b5193a2b36b2e4b55c95b6fd134a8b580510fd5de540cc
64,1360.80415405,668.44372696,100,5,13.54338818,6.26218475,0.20315082,2a3b99ddf2928d34bfe0cf27f9eb07aec57a52d92f0d205b3573516b10755e44
65,1367.2979099,673.27131452,100,5,13.60804154,6.28963523,0.20412062,ec083448ddf0c69252678e229c8e3d03f4415a3c0b63b65eb1317e5a158972c2
66,1373.82018759,678.11996623,100,5,13.6729791,6.317183,0.20509469,1a37f55424f52ae7ffa24027da41ead2b0ea49ee87cadbf726034c492ba460c7
67,1380.37108881,682.98975575,100,5,13.73820188,6.34482819,0.20607303,b1c8f6bf787cb2e85bbe55107d7d16658c5a66db28c0946289007a272842b389
