epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
322,1976.07622709,0.0,120,5,23.68346976,1.97882841,0.47491882,0bf040ce54f7f05dbb4992c624684d13f7531312cd8582635ab59909268af3f9
323,1978.53242374,0.0,120,5,23.71291473,1.98080375,0.4753929,b5ed9ea02fb2d85de8674ef42ea2c46fc44fd970d98b2183a2f1b5076059fb0f
324,1980.99107075,0.0,120,5,23.74238908,1.98277985,0.47586716,7b6373a49eb07ee28745fc8d5fa44fd999202e32b9e94d5aad0f72b18ad8fc08
325,1983.45216908,0.0,120,5,23.77189285,1.98475672,0.47634161,56d7035f7a16f19bfb02fb5eb9ba8178a80cefbb05bad10908b31b67e31770db
326,1985.91571967,0.0,120,5,23.80142603,1.98673435,0.47681624,d2e82512ffa9bf09d473c7d2991dffeca7b81f506f601e08deef9298f6414462
327,1988.38172347,0.0,120,5,23.83098864,1.98871274,0.47729106,9bb42ca4abc33f425e2bf6189a3d76c3d21880fa5e1fdc6472f0b84835ea2a5a
328,1990.8501814,0.0,120,5,23.86058068,1.99069188,0.47776605,2dafb0651f32c1363b055ac63218b1084f8ae028c57aacebcd0b665d0a2df298
329,1993.32109439,0.0,120,5,23.89020218,1.99267177,0.47824122,e49487bb97eece31a66e44ca027fbcb36ec27a20744ef609c12a205a7a34743f
330,1995.79446338,0.0,120,5,23.91985313,1.99465241,0.47871658,d20aedd00404a645738c5e6cdd1b35e41d5e10dbab3a9d42d2a89773fbd635c8
331,1998.27028929,0.0,120,5,23.94953356,1.9966338,0.47919211,13dbb8f729f04d26b1bd9ed69e0fff621ea93f4ca621bf4a56f1a78fb1f527da
332,2000.74857304,0.0,120,5,23.97924347,1.99861593,0.47966782,15f31afbb46b0cb2fd43e3b33e4eb462bf99f29d13ca8c23812a1c2f4e232ef4
333,2003.22931555,0.0,120,5,24.00898288,2.0005988,0.48014371,dc34622612ffe2bb312746ec94befd3483155dcbd54cf497b88fa00901728267
334,2005.71251774,0.0,120,5,24.03875179,2.00258241,0.48061978,6ce059a523cb592ed349e5a16a206d9bac0052cec52442d394847a0df7adfdfe
335,2008.19818051,0.0,120,5,24.06855021,2.00456675,0.48109602,3bcc32ddfd056ae4f2134e56a6d734410aa843b2a358daee02a15e5320fdec3f
336,2010.68630477,0.0,120,5,24.09837817,2.00655182,0.48157244,4900d9996f86a5c0441ce1484e27f6fc90bc8df98c11f1bc0a5e22c01255c394
337,2013.17689142,0.0,120,5,24.12823566,2.00853762,0.48204903,f2e13bdd55efdd065e26407923b719ac10f352fd1d6826787484afdd8775e9dc
338,2015.66994137,0.0,120,5,24.1581227,2.01052415,0.4825258,a8b859559fb6b493b058bfe12c2dc8460c099425a21c6e173deb894245e8893c
339,2018.16545551,0.0,120,5,24.1880393,2.0125114,0.48300274,2c153bf5e6385b2b4a21efa8d97ae054f832201dfc485cd0dcbdc304bd8319eb
340,2020.66343473,0.0,120,5,24.21798547,2.01449937,0.48347985,e6726bd72296a8ca2c1a73b046a43e41dec1e8ced5b0fbf9f5dd110582375889
341,2023.16387991,0.0,120,5,24.24796122,2.01648805,0.48395713,0567cedad3eb589d9c6cee5c6ec3e86f88470685b0cc8d379b6998ff2dca1e2f
342,2025.66679195,0.0,120,5,24.27796656,2.01847745,0.48443459,814d3c3deaaabdc8eab447e5aca2aa78d4d1d00ab717636c0676c038ab4b1477
343,2028.17217171,0.0,120,5,24.3080015,2.02046755,0.48491221,6c266d9620b76ef92c7a8b6df5747372141449e078227adb5dbdd8fc1eb3f671
344,2030.68002009,0.0,120,5,24.33806606,2.02245837,0.48539001,41c40bf3ccd60086907e2980bf6b2625fea05d4bcda448da75c4555285cc74a2
345,2033.19033795,0.0,120,5,24.36816024,2.02444989,0.48586797,f0e3747c868569b362bd2f64b6e81de7a2244ac9e62c62001386b648f8316edb
346,2035.70312617,0.0,120,5,24.39828406,2.02644211,0.48634611,1a4a93471653f62e62e8215c518eb5bb71343006ca16a712469965dc55cd9ea4
347,2038.21838561,0.0,120,5,24.42843751,2.02843503,0.48682441,3a6834bd0bf244f26dc81bd39bf5c5974fdf922362380988ed2211a4494ba8c8
348,2040.73611712,0.0,120,5,24.45862063,2.03042864,0.48730287,817cadd3f228bb29c5bdc9eb87dfdb8fe26290da84f4995dad7a9c756d883cd2
349,2043.25632158,0.0,120,5,24.48883341,2.03242295,0.48778151,4a0cf67b57ca732ea9668a2775d8852cb16dbd959189ac75c66fa88b7255fa5f
350,2045.77899984,0.0,120,5,24.51907586,2.03441795,0.48826031,f4101c54dc57c4430992d96319ce1fd7ce5cf23e3a20ffe94b384286fca98a07
351,2048.30415274,0.0,120,5,24.549348,2.03641363,0.48873927,1132ef6fb4fd4265f7e4bbb205b074b109347a99f0671c0915202b1551fcdc04
352,2050.83178113,0.0,120,5,24.57964983,2.03840999,0.4892184,0639f90868d600297b87daf1df1cf042e285f33032905329f2f907aac77a995b
